country,obs,year,month,pday,old_day,evday,form,form_recode,goal_recode,goal_recode2,goal,part,partmedian,frame,orgdummy,title,dataset,frame1
D,4491,1991,1,14,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,50,50,,0,50 000 demonstrieren in Berlin gegen drohenden Golfkrieg,new data set,international
D,4492,1991,1,14,,Weekend,other demonstrative forms,demonstrative,Peace,cultural liberalism,,3,3,,0,3 000 demonstrieren in Erfurt mit Menschenkreuz gegen drohenden Golfkrieg,new data set,international
D,4493,1991,1,14,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,,1,,1,Friedensinitiative zieht aus Protest gegen den drohenden Golfkrieg durch Nottuln und rezitiert einen Anti-Kriegstext,new data set,international
D,4494,1991,1,14,,Sunday,"demonstration, protest march",demonstrative,Other left,cultural (others),,100,100,,1,100 000 bei Luxemburg-Liebknecht-Demonstration in Berlin,new data set,national
D,4495,1991,1,14,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,10,10,,0,10 000 demonstrieren in München gegen drohenden Golfkrieg,new data set,international
D,4496,1991,1,14,,Weekend,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,0,Mahnwachen vor den Botschaften der USA und des Iraks in Bonn demonstrieren gegen drohenden Golfkrieg,new data set,international
D,4497,1991,1,14,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,,.3,.30000001,,1,300 demonstrieren in Fulda gegen drohenden Golfkrieg,new data set,international
D,4498,1991,1,14,,Weekend,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,1,"Anwohner von Nottuln und Havixbeck hängen Plakate in ihre Fenster, um gegen drohenden Golfkrieg zu protestieren",new data set,international
D,4500,1991,1,14,,Sunday,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,5,5,,1,mehrere Tausend protestieren mit Blockade des US-Militärflughafens in Frankfurt gegen drohenden Golfkrieg,new data set,international
D,4501,1991,1,14,,Weekend,other demonstrative forms,demonstrative,Peace,cultural liberalism,,.4,.40000001,,1,400 demonstrieren mit Schweigekreisen in Michelstadt gegen drohenden Golfkrieg,new data set,international
D,4502,1991,1,14,,Weekend,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,10,,0,zahlreiche Aktionen in Hessen gegen drohenden Golfkrieg,new data set,international
D,4503,1991,1,14,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,12,12,,0,12 000 demonstrieren in Bremen gegen drohenden Golfkrieg,new data set,international
D,4504,1991,1,14,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,75,75,,0,75 000 demonstrieren in über 100 deutschen Städten gegen drohenden Golfkrieg,new data set,international
D,4506,1991,1,14,,Saturday,other demonstrative forms,demonstrative,Peace,cultural liberalism,,.027,.027000001,,0,27 demonstrieren mit Schweigekreis in Havixbeck gegen drohenden Golfkrieg,new data set,international
D,4507,1991,1,21,,Monday,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,1,Katholische Gemeinde lädt zum täglichen Friedensgebet für den Nahen Osten,new data set,national
D,4508,1991,1,21,,Weekend,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,2,2,,0,2 000 Gegner des Golfkrieges blockieren Bahngleise in Bremen,new data set,international
D,4509,1991,1,21,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,,1,1,,0,1 000 demonstrieren vor US-Militärflughafen Rhein-Main gegen den Golfkrieg,new data set,international
D,4510,1991,1,21,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,8,8,,1,8 000 demonstrieren in Frankfurt gegen den Golfkrieg,new data set,international
D,4511,1991,1,21,,Monday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,,1,,1,Studenten der Uni Gießen planen Aktionswoche gegen den Golfkrieg,new data set,national
D,4513,1991,1,21,,Sunday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,,1,,0,Protestaktionen vor Wahllokalen gegen den Golfkrieg,new data set,national
D,4514,1991,1,21,,Monday,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,1,evangelische Kirche lädt jeden Montag zum Friedensgebet für den Nahen Osten,new data set,national
D,4515,1991,1,21,,Wednesday,squatting,confrontational,Peace,cultural liberalism,,.025,.025,,0,"25 Feministinnen belagern aus Protest gegen den Golfkrieg DGB-Räume in Bonn, damit dieser zum Generalstreik aufruft",new data set,national
D,4516,1991,1,21,,Weekend,other symbolic/ludic non-confrontational forms,demonstrative,Peace,cultural liberalism,,,.2,,0,Gegner des Golfkrieges ziehen in Berlin eine Blutspur zwischen der irakischen Botschaft und dem US-Hauptquartier,new data set,international
D,4517,1991,1,21,,Thursday,demonstration with violence,light violence,Peace,cultural liberalism,,,.1,,0,Unbekannte zerstören in Frankfurt aus Protest gegen den Golfkrieg Scheiben von Bankfilialen und plündern ein Geschäft,new data set,national
D,4518,1991,1,21,,Sunday,squatting,confrontational,Peace,cultural liberalism,,,.050000001,,0,Gegner des Golfkrieges belagern den britischen Militärflughafen bei Gütersloh,new data set,international
D,4519,1991,1,21,,Saturday,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,1.5,1.5,,0,1 500 blockieren aus Protest gegen den Golfkrieg den Fliegerhorst der Bundeswehr bei Wunstorf,new data set,international
D,4520,1991,1,21,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,15,15,,0,15 000 demonstrieren in Stuttgart gegen den Golfkrieg,new data set,international
D,4521,1991,1,21,,Friday,squatting,confrontational,Peace,cultural liberalism,,.2,.2,,0,200 Autonome belagern aus Protest gegen den Golfkrieg das DGB-Haus in Hannover,new data set,national
D,4522,1991,1,21,,Weekend,other symbolic/ludic non-confrontational forms,demonstrative,Peace,cultural liberalism,,,.2,,0,Gegner des Golfkrieges protestieren mit symbolischen Kriegsgräbern in Stuttgart,new data set,international
D,4523,1991,1,21,,Weekend,"demonstration, protest march",demonstrative,Solidarity external,cultural liberalism,,.04,.039999999,,0,40 demonstrieren in München für Israel und die USA,new data set,international
D,4524,1991,1,28,,Friday,refusal to pay the taxes or other payments,confrontational,Peace,cultural liberalism,,,.2,,1,"verschiedene Gruppen rufen zur Verweigerung von Steuerzahlungen auf, um gegen Militärausgaben zu protestieren",new data set,national
D,4525,1991,1,28,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,,200,200,,1,200 000 demonstrieren in Bonn gegen den Golfkrieg,new data set,national
D,4526,1991,1,28,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,2.5,2.5,,1,"2 500 demonstrieren in Frankfurt, um auf die Krise in Kroatien hinzuweisen",new data set,national
D,4527,1991,1,28,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,,,.5,,0,Studenten protestieren in Bonn für Solidarität mit Israel und den USA,new data set,international
D,4529,1991,1,28,,Sunday,"collection of signatures campaign, petition",petitions,Environment,environment,,40,40,,1,BUND sammelt 40 000 Unterschriften zur Rettung von Alleebäumen,new data set,national
D,4530,1991,1,28,,Tuesday,other demonstrative forms,demonstrative,Labor,welfare,,.3,.30000001,,0,300 Zivildienstleistende protestieren mit Aktionstag im Rhein-Main-Gebiet gegen Pflegenotstand,new data set,regional
D,4531,1991,1,28,,,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,1,grüne Fraktion protestiert jeden Tag mit 5 Schweigeminuten vor ihrem Bürotrakt im Mainzer Landtag gegen den Golfkrieg,new data set,national
D,4533,1991,1,28,,Weekend,protest meeting,demonstrative,Peace,cultural liberalism,,4,4,,0,4 000 bei Kundgebung in Bremerhaven gegen den Golfkrieg,new data set,national
D,4534,1991,1,28,,Weekend,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,.5,.5,,1,"mehrere Hundert nehmen am US-Militärflughafen Frankfurt an Konzertblockade teil, um gegen den Golfkrieg zu protestieren",new data set,international
D,4535,1991,1,28,,Weekend,other demonstrative forms,demonstrative,Peace,cultural liberalism,,.002,.0020000001,,0,2 Männer halten in Oldenburg eine Mahnwache gegen den Golfkrieg,new data set,international
D,4536,1991,1,28,,Weekend,demonstration with violence,light violence,Countermobilization NSM,cultural liberalism,,.03,.029999999,,0,30 Skinheads schlagen in Oldenburg 2 Männer bei Mahnwache gegen den Golfkrieg zusammen,new data set,national
D,4537,1991,1,28,,Sunday,protest meeting,demonstrative,Solidarity external,cultural liberalism,,5,5,,0,"mehrere Tausend bekunden in München, Nürnberg und Berlin ihre Solidarität mit den USA uns Israel",new data set,international
D,4538,1991,1,28,,Friday,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,0,DGB-Vorsitzender ruft jeden Freitag zu bundesweiter Schweigeminute gegen den Golfkrieg auf,new data set,national
D,4539,1991,1,28,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,30,30,,1,mehrere Zehntausend demonstrieren in Berlin gegenden Golfkrieg,new data set,national
D,4540,1991,2,4,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,,1,1,,1,1 000 demonstrieren in München für Solidarität mit den USA im Golfkrieg,new data set,international
D,4541,1991,2,4,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,2.5,2.5,,0,2 500 demonstrieren in Hannover gegen den Golfkrieg,new data set,international
D,4542,1991,2,4,,Sunday,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,.035,.035,,1,35 Friedensaktivisten sperren in Frankfurt die Zufahrt zur US-Airbase,new data set,international
D,4543,1991,2,4,,,symbolic violence against objects,confrontational,Peace,cultural liberalism,,,.02,,0,Unbekannte drucken Anti-Kriegs-Parolen au Geldscheine,new data set,national
D,4544,1991,2,4,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,,,.5,,0,"Solidaritätskundgebungen mit den USA in Mannheim, Nürnberg und Passau",new data set,international
D,4545,1991,2,4,,Sunday,"collection of signatures campaign, petition",petitions,Other left,economic (others),,,5.3670001,,1,Verein startet Unterschriftenaktion gegen die Vertreibung von Obdachlosen aus Frankfurt,new data set,local
D,4546,1991,2,4,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,,.5,.5,,0,500 bei Solidaritätskundgebung mit den USA in Mainz,new data set,international
D,4547,1991,2,4,,,blockade or other forms of blocking,confrontational,Other left,economic (others),,,.25,,1,Verein kündigt Widerstand gegen Vertreibung von Obdachlosen in Frankfurt an,new data set,local
D,4548,1991,2,4,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,,.04,.039999999,,0,40 demonstrieren in Bremervörde für die Unterstützung der USA,new data set,international
D,4549,1991,2,4,,Weekend,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,0,Mahnwache in Bremervörde gegen die Beteiligung der BRD am Golfkrieg,new data set,international
D,4550,1991,2,4,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,1,1,,0,1 000 demonstrieren in Stuttgart gegen den Golfkrieg,new data set,international
D,4551,1991,2,4,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,.7,.69999999,,0,700 demonstrieren in Bremervörde gegen die Beteiligung der BRD am Golfkrieg,new data set,international
D,4552,1991,2,4,,Weekend,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,1,1,,0,1 000 demonstrieren in Erfurt mit Schweigemarsch gegen den Golfkrieg,new data set,international
D,4553,1991,2,11,,Thursday,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,0,Kriegsgegner halten Mahnwache gegenüber der Nidderkaserne in Schöneck,new data set,national
D,4554,1991,2,11,,Saturday,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,,.25,,0,Kriegsgegner blockieren britischen Flughafen in Gütersloh,new data set,international
D,4555,1991,2,11,,Saturday,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,.04,.039999999,,1,40 Kriegsgegner blockieren in Frankfurt die Zufahrt zur US-Airbase,new data set,international
D,4556,1991,2,11,,Friday,demonstration with violence,light violence,"Squatters, autonomous youth",cultural liberalism,,,.1,,0,Autonome greifen in Hamburg Gaststätte an,new data set,local
D,4557,1991,2,11,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,1,1,,0,1 000 demonstrieren in München gegen den Golfkrieg,new data set,international
D,4558,1991,2,11,,Saturday,demonstration with violence,light violence,"Squatters, autonomous youth",cultural liberalism,,3,3,,0,3 000 demonstrieren in Hamburg für den Erhalt von Häusern in der Hafenstraße,new data set,local
D,4559,1991,2,11,,Saturday,squatting,confrontational,Peace,cultural liberalism,,.025,.025,,0,25 Kriegsgegner dringen bei Demo in München in die Räume eines Radiosenders ein,new data set,international
D,4560,1991,2,18,,Sunday,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,.02,.02,,1,20 demonstrieren in Frankfurt mit Sitzblockade vor der Air Base gegen den Golfkrieg,new data set,international
D,4561,1991,2,18,,Weekend,demonstration with violence,light violence,Right-wing extremism,immigration,,.02,.02,,0,einige Skinheads versuchen in Passau gewaltsam in linke Veranstaltung einzudringen,new data set,national
D,4562,1991,2,18,,Weekend,demonstration with violence,light violence,Right-wing extremism,immigration,,,.1,,0,Ausschreitungen von Skinheads in Passau,new data set,national
D,4563,1991,2,18,,,other demonstrative forms,demonstrative,Peace,cultural liberalism,,,.5,,0,Gegner des Golfkrieges halten Mahnwache in Frankfurt,new data set,international
D,4564,1991,2,18,,Friday,blockade or other forms of blocking,confrontational,Peace,cultural liberalism,,.005,.0049999999,,0,eine Gruppe von Demonstranten blockiert aus Protest gegen Munition für den Golfkrieg die Bahnstrecke zwischen Oldenburg und Emden,new data set,national
D,4565,1991,2,18,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,7,7,,1,7 000 demonstrieren in Frankfurt gegen drohenden Bürgerkrieg in Kroatien und für ein Selbstbestimmungsrecht,new data set,international
D,4566,1991,2,18,,Friday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,,.5,.5,,0,500 demonstrieren in Emden gegen die Verladung von Munition für den Golfkrieg,new data set,national
D,4567,1991,2,18,,Weekend,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,,,.5,,0,Gegenveranstaltung linker Jugendlicher zu DVU-Treffen in Passau,new data set,national
